ID,cluster,wealth
BJ2012_203,203,"-0,99123960733414"
BJ2012_204,204,"-0,37956291437149"
BJ2012_205,205,"-1,03945374488831"
BJ2012_206,206,"-0,88341289758682"
BJ2012_207,207,"-0,36017501354218"
BJ2012_208,208,"-0,63888293504715"
BJ2012_209,209,"-0,86744290590286"
BJ2012_210,210,"-0,71140247583389"
BJ2012_211,211,"-0,08701913058758"
BJ2012_212,212,"0,14864708483219"
BJ2012_213,213,"-0,49855226278305"
BJ2012_214,214,"-0,47026666998863"
BJ2012_215,215,"-0,95682954788208"
BJ2012_216,216,"-0,86417174339294"
BJ2012_217,217,"0,65292477607727"
BJ2012_218,218,"-0,84513002634049"
BJ2012_219,219,"-1,20462834835052"
BJ2012_220,220,"-0,76223409175873"
BJ2012_221,221,"-0,84053790569305"
BJ2012_222,222,"-1,00626707077026"
BJ2012_223,223,"-0,69477206468582"
BJ2012_224,224,"-0,79488915205002"
BJ2012_225,225,"0,84104961156845"
BJ2012_226,226,"1,30941641330719"
BJ2012_227,227,"1,24791002273560"
BJ2012_228,228,"-0,82969313859940"
BJ2012_229,229,"0,86509263515472"
BJ2012_230,230,"1,11759912967682"
BJ2012_231,231,"1,83176326751709"
BJ2012_232,232,"1,05475044250488"
BJ2012_233,233,"0,92292100191116"
BJ2012_234,234,"0,91785544157028"
BJ2012_235,235,"0,01616545952857"
BJ2012_236,236,"0,88151633739471"
BJ2012_237,237,"1,44450831413269"
BJ2012_238,238,"1,38624191284180"
BJ2012_239,239,"0,25290957093239"
BJ2012_240,240,"0,12759041786194"
BJ2012_241,241,"-0,50247794389725"
BJ2012_242,242,"-0,67109876871109"
BJ2012_243,243,"-0,37295547127724"
BJ2012_244,244,"-1,31269335746765"
BJ2012_245,245,"-0,17752239108086"
BJ2012_246,246,"-0,44071349501610"
BJ2012_247,247,"-0,44709542393684"
BJ2012_248,248,"-0,52200388908386"
BJ2012_249,249,"0,80169081687927"
BJ2012_250,250,"-0,09760913252831"
BJ2012_251,251,"-0,17452791333199"
BJ2012_252,252,"-1,01000583171844"
BJ2012_253,253,"-0,74408477544785"
BJ2012_254,254,"-0,43717825412750"
BJ2012_255,255,"-0,40477618575096"
BJ2012_256,256,"0,38466998934746"
BJ2012_257,257,"-0,60334706306458"
BJ2012_258,258,"0,60857373476028"
BJ2012_259,259,"-0,07148250192404"
BJ2012_260,260,"-0,36306959390640"
BJ2012_261,261,"-0,03601916506886"
BJ2012_262,262,"-0,45967873930931"
BJ2012_263,263,"-0,26438477635384"
BJ2012_264,264,"-0,44885042309761"
BJ2012_265,265,"-0,10278666764498"
BJ2012_266,266,"1,29916369915009"
BJ2012_267,267,"0,15318334102631"
BJ2012_268,268,"1,06498873233795"
BJ2012_269,269,"-0,70111566781998"
BJ2012_270,270,"-0,49828749895096"
BJ2012_271,271,"-0,68361479043961"
BJ2012_272,272,"-0,88522624969482"
BJ2012_273,273,"-0,75232499837875"
BJ2012_274,274,"0,07726434618235"
BJ2012_275,275,"-0,41045373678207"
BJ2012_276,276,"-0,52818590402603"
BJ2012_277,277,"0,37296208739281"
BJ2012_278,278,"0,67365044355393"
BJ2012_279,279,"-0,34106624126434"
BJ2012_280,280,"-0,98362624645233"
BJ2012_281,281,"-0,49178791046143"
BJ2012_282,282,"-0,56859248876572"
BJ2012_283,283,"-0,38013166189194"
BJ2012_284,284,"-0,65058863162994"
BJ2012_285,285,"-0,43430918455124"
BJ2012_286,286,"-0,25742915272713"
BJ2012_287,287,"0,08628521859646"
BJ2012_288,288,"0,02018000371754"
BJ2012_289,289,"0,12934608757496"
BJ2012_290,290,"-0,54165375232697"
BJ2012_291,291,"-1,16491293907166"
BJ2012_292,292,"-0,05339869856834"
BJ2012_293,293,"-0,17359167337418"
BJ2012_294,294,"-0,27187564969063"
BJ2012_295,295,"-0,61945748329163"
BJ2012_296,296,"-0,57338082790375"
BJ2012_297,297,"0,74487650394440"
BJ2012_298,298,"-0,99480736255646"
BJ2012_299,299,"0,75536292791367"
BJ2012_300,300,"-0,53135871887207"
BJ2012_301,301,"-0,60375040769577"
BJ2012_302,302,"-0,59115457534790"
BJ2012_303,303,"-0,40119916200638"
BJ2012_304,304,"-0,47239750623703"
BJ2012_305,305,"-0,63820832967758"
BJ2012_306,306,"0,18275541067123"
BJ2012_307,307,"-0,23984208703041"
BJ2012_308,308,"-0,42921832203865"
BJ2012_309,309,"-0,99442809820175"
BJ2012_310,310,"0,57744669914246"
BJ2012_311,311,"0,18739292025566"
BJ2012_312,312,"-0,66831165552139"
BJ2012_313,313,"0,58461874723434"
BJ2012_314,314,"-0,46004542708397"
BJ2012_315,315,"-0,35707458853722"
BJ2012_316,316,"-0,48684710264206"
BJ2012_317,317,"-0,23512250185013"
BJ2012_318,318,"-0,52761334180832"
BJ2012_319,319,"-0,25881624221802"
BJ2012_320,320,"1,08305585384369"
BJ2012_321,321,"-0,47826042771339"
BJ2012_322,322,"-0,25809261202812"
BJ2012_323,323,"-0,09177173674107"
BJ2012_324,324,"0,04761874303222"
BJ2012_325,325,"-0,61518996953964"
BJ2012_326,326,"-0,58404088020325"
BJ2012_327,327,"-0,31223875284195"
BJ2012_328,328,"-0,40445667505264"
BJ2012_329,329,"0,09230217337608"
BJ2012_330,330,"-0,83817249536514"
BJ2012_331,331,"-0,70810794830322"
BJ2012_332,332,"-0,27924540638924"
BJ2012_333,333,"-0,51547545194626"
BJ2012_334,334,"-0,52876126766205"
BJ2012_335,335,"-0,63222479820252"
BJ2012_336,336,"-0,79545044898987"
BJ2012_337,337,"-0,58630794286728"
BJ2012_338,338,"0,22242368757725"
BJ2012_339,339,"0,07729499042034"
BJ2012_340,340,"-0,90332436561585"
BJ2012_341,341,"-0,57148998975754"
BJ2012_342,342,"-0,52528619766235"
BJ2012_343,343,"-0,46976500749588"
BJ2012_344,344,"-0,43505522608757"
BJ2012_345,345,"-0,32505792379379"
BJ2012_346,346,"-0,75832957029343"
BJ2012_347,347,"-0,62525916099548"
BJ2012_348,348,"0,73248904943466"
BJ2012_349,349,"-0,44508826732636"
BJ2012_350,350,"-0,24228173494339"
BJ2012_351,351,"-0,81885957717896"
BJ2012_352,352,"-0,41537916660309"
BJ2012_353,353,"-0,56137818098068"
BJ2012_354,354,"-0,66183501482010"
BJ2012_355,355,"-0,87241959571838"
BJ2012_356,356,"-0,67852503061295"
BJ2012_357,357,"0,30685347318649"
BJ2012_358,358,"-0,32343125343323"
BJ2012_359,359,"-0,38450783491135"
BJ2012_360,360,"-0,72833168506622"
BJ2012_361,361,"-0,54920333623886"
BJ2012_362,362,"-0,59735524654388"
BJ2012_363,363,"-0,17418707907200"
BJ2012_364,364,"-0,78737372159958"
BJ2012_365,365,"-1,09990119934082"
BJ2012_366,366,"-0,14137874543667"
BJ2012_367,367,"-0,47372427582741"
BJ2012_368,368,"-0,27747818827629"
BJ2012_369,369,"-0,54009705781937"
BJ2012_370,370,"-0,31470584869385"
BJ2012_371,371,"-0,61022919416428"
BJ2012_372,372,"0,23530583083630"
BJ2012_373,373,"-0,59353667497635"
BJ2012_374,374,"-0,44584915041924"
BJ2012_375,375,"-0,00420166831464"
BJ2012_376,376,"-0,08688917011023"
BJ2012_377,377,"-0,21345373988152"
BJ2012_378,378,"-0,03425260633230"
BJ2012_379,379,"0,42007249593735"
BJ2012_380,380,"-0,13940681517124"
BJ2012_381,381,"-0,84588044881821"
BJ2012_382,382,"-0,81442499160767"
BJ2012_383,383,"-0,41879749298096"
BJ2012_384,384,"-0,37576457858086"
BJ2012_385,385,"-0,81861001253128"
BJ2012_386,386,"-0,77741247415543"
BJ2012_387,387,"1,04396390914917"
BJ2012_388,388,"1,34561216831207"
BJ2012_389,389,"0,59635913372040"
BJ2012_390,390,"-0,17113041877747"
BJ2012_391,391,"0,52837580442429"
BJ2012_392,392,"-0,46681416034699"
BJ2012_393,393,"-0,82893294095993"
BJ2012_394,394,"-0,70563167333603"
BJ2012_395,395,"-0,64920336008072"
BJ2012_396,396,"-0,10147666931152"
BJ2012_397,397,"-0,02526083588600"
BJ2012_398,398,"0,23873750865459"
BJ2012_399,399,"-0,21437874436379"
BJ2012_400,400,"-0,64863002300263"
BJ2012_401,401,"-0,44689917564392"
BJ2012_402,402,"-0,55511248111725"
BJ2012_403,403,"-0,41392084956169"
BJ2012_404,404,"0,03258083015680"
BJ2012_405,405,"-0,78077334165573"
BJ2012_406,406,"0,03461912646890"
BJ2012_407,407,"1,66840362548828"
BJ2012_408,408,"1,56462705135345"
BJ2012_409,409,"1,71156573295593"
BJ2012_410,410,"1,30804610252380"
BJ2012_411,411,"2,05284380912781"
BJ2012_412,412,"1,08923125267029"
BJ2012_413,413,"1,92280709743500"
BJ2012_414,414,"1,66313731670380"
BJ2012_415,415,"1,71798098087311"
BJ2012_416,416,"1,63602209091187"
BJ2012_417,417,"1,58942520618439"
BJ2012_418,418,"1,50331473350525"
BJ2012_419,419,"1,77554297447205"
BJ2012_420,420,"0,74274080991745"
BJ2012_421,421,"1,36512315273285"
BJ2012_422,422,"1,70654702186584"
BJ2012_423,423,"1,53146696090698"
BJ2012_424,424,"1,64421713352203"
BJ2012_425,425,"1,16312587261200"
BJ2012_426,426,"1,86634349822998"
BJ2012_427,427,"1,92412292957306"
BJ2012_428,428,"1,51094889640808"
BJ2012_429,429,"1,57647192478180"
BJ2012_430,430,"1,15244472026825"
BJ2012_431,431,"1,41314232349396"
BJ2012_432,432,"1,75575327873230"
BJ2012_433,433,"1,49984049797058"
BJ2012_434,434,"1,69046568870544"
BJ2012_435,435,"1,67358446121216"
BJ2012_436,436,"0,85188293457031"
BJ2012_437,437,"1,33229458332062"
BJ2012_438,438,"1,32209873199463"
BJ2012_439,439,"1,93920040130615"
BJ2012_440,440,"1,25517702102661"
BJ2012_441,441,"1,51586091518402"
BJ2012_442,442,"1,03414249420166"
BJ2012_443,443,"1,35964083671570"
BJ2012_444,444,"1,46577692031860"
BJ2012_445,445,"1,21940565109253"
BJ2012_446,446,"1,67989301681519"
BJ2012_447,447,"1,61626660823822"
BJ2012_448,448,"1,54373180866241"
BJ2012_449,449,"1,46798050403595"
BJ2012_450,450,"1,60181045532227"
BJ2012_451,451,"1,55132174491882"
BJ2012_452,452,"1,49753129482269"
BJ2012_453,453,"1,44212794303894"
BJ2012_454,454,"1,96235370635986"
BJ2012_455,455,"1,83923006057739"
BJ2012_456,456,"0,56814038753510"
BJ2012_457,457,"1,22582912445068"
BJ2012_458,458,"1,70461177825928"
BJ2012_459,459,"1,77631962299347"
BJ2012_460,460,"1,30281090736389"
BJ2012_461,461,"1,60652565956116"
BJ2012_462,462,"1,55625450611115"
BJ2012_463,463,"1,54967379570007"
BJ2012_464,464,"1,83507180213928"
BJ2012_465,465,"1,33306431770325"
BJ2012_466,466,"1,78514802455902"
BJ2012_467,467,"1,60275793075562"
BJ2012_468,468,"1,49501538276672"
BJ2012_469,469,"1,67016959190369"
BJ2012_470,470,"1,75556087493896"
BJ2012_471,471,"1,37389171123505"
BJ2012_472,472,"1,57212495803833"
BJ2012_473,473,"1,48879873752594"
BJ2012_474,474,"1,56960856914520"
BJ2012_475,475,"1,50810861587524"
BJ2012_476,476,"1,64924299716949"
BJ2012_477,477,"1,49360561370850"
BJ2012_478,478,"1,64293003082275"
BJ2012_479,479,"1,08528459072113"
BJ2012_480,480,"1,33352208137512"
BJ2012_481,481,"1,06042742729187"
BJ2012_482,482,"1,48554372787476"
BJ2012_483,483,"1,30137002468109"
BJ2012_484,484,"1,43313336372375"
BJ2012_485,485,"1,53662085533142"
BJ2012_486,486,"1,31889653205872"
BJ2012_487,487,"1,61222410202026"
BJ2012_488,488,"1,43394708633423"
BJ2012_489,489,"1,43120551109314"
BJ2012_490,490,"1,50154578685760"
BJ2012_491,491,"-0,63423126935959"
BJ2012_492,492,"-0,68684917688370"
BJ2012_493,493,"-0,69998216629028"
BJ2012_494,494,"-0,87854582071304"
BJ2012_495,495,"-0,52504956722260"
BJ2012_496,496,"-0,63875585794449"
BJ2012_497,497,"-0,79937833547592"
BJ2012_498,498,"-0,74184459447861"
BJ2012_499,499,"-0,41992834210396"
BJ2012_500,500,"-0,92004418373108"
BJ2012_501,501,"-0,44419041275978"
BJ2012_502,502,"-0,62553375959396"
BJ2012_503,503,"-0,53531289100647"
BJ2012_504,504,"-0,78368002176285"
BJ2012_505,505,"-0,86198711395264"
BJ2012_506,506,"-0,71280163526535"
BJ2012_507,507,"0,11258869618177"
BJ2012_508,508,"0,09720291942358"
BJ2012_509,509,"0,73567247390747"
BJ2012_510,510,"0,22412332892418"
BJ2012_511,511,"-0,14427708089352"
BJ2012_512,512,"-0,39120998978615"
BJ2012_513,513,"-0,46195521950722"
BJ2012_514,514,"0,01347086764872"
BJ2012_515,515,"-0,29755863547325"
BJ2012_516,516,"0,58794331550598"
BJ2012_517,517,"-0,10352217406035"
BJ2012_518,518,"-0,41233634948731"
BJ2012_519,519,"-0,52195543050766"
BJ2012_520,520,"-0,83248752355576"
BJ2012_521,521,"0,66728740930557"
BJ2012_522,522,"-0,62385416030884"
BJ2012_523,523,"-0,46821540594101"
BJ2012_524,524,"-0,80866914987564"
BJ2012_525,525,"-0,29347261786461"
BJ2012_526,526,"-0,28429049253464"
BJ2012_527,527,"0,47505208849907"
BJ2012_528,528,"-0,35041540861130"
BJ2012_529,529,"0,34083750844002"
BJ2012_530,530,"0,16246390342712"
BJ2012_531,531,"1,14515483379364"
BJ2012_532,532,"1,28451526165009"
BJ2012_533,533,"0,94228541851044"
BJ2012_534,534,"1,24038541316986"
BJ2012_535,535,"-0,35400831699371"
BJ2012_536,536,"0,02013541944325"
BJ2012_537,537,"-0,33899000287056"
BJ2012_538,538,"-0,47763875126839"
BJ2012_539,539,"-0,33353748917580"
BJ2012_540,540,"-0,62252831459045"
BJ2012_541,541,"1,14919745922089"
BJ2012_542,542,"0,46059826016426"
BJ2012_543,543,"0,60536956787109"
BJ2012_544,544,"0,54304999113083"
BJ2012_545,545,"0,47760418057442"
BJ2012_546,546,"0,50128877162933"
BJ2012_547,547,"0,14959608018398"
BJ2012_548,548,"0,03510124981403"
BJ2012_549,549,"-0,81580126285553"
BJ2012_550,550,"-0,28195834159851"
BJ2012_551,551,"-0,60313707590103"
BJ2012_552,552,"-0,72573000192642"
BJ2012_553,553,"-0,72448247671127"
BJ2012_554,554,"-0,87335419654846"
BJ2012_555,555,"-1,01347959041595"
BJ2012_556,556,"0,06924250721931"
BJ2012_557,557,"-0,92052417993546"
BJ2012_558,558,"-0,79143083095551"
BJ2012_559,559,"-0,73623132705689"
BJ2012_560,560,"-0,91436582803726"
BJ2012_561,561,"0,07033478468657"
BJ2012_562,562,"0,25195625424385"
BJ2012_563,563,"0,15770958364010"
BJ2012_564,564,"-0,29648000001907"
BJ2012_565,565,"-0,17445333302021"
BJ2012_566,566,"-0,22319436073303"
BJ2012_567,567,"-0,31960415840149"
BJ2012_568,568,"0,11736348271370"
BJ2012_569,569,"-0,42441499233246"
BJ2012_570,570,"0,71897417306900"
BJ2012_571,571,"0,24526086449623"
BJ2012_572,572,"0,28976583480835"
BJ2012_573,573,"0,00142652413342"
BJ2012_574,574,"-0,49968957901001"
BJ2012_575,575,"-0,52108651399612"
BJ2012_576,576,"-0,45015791058540"
BJ2012_577,577,"-0,09475208073854"
BJ2012_578,578,"-0,13294833898544"
BJ2012_579,579,"-0,19185583293438"
BJ2012_580,580,"-0,46371209621429"
BJ2012_581,581,"-0,48997262120247"
BJ2012_582,582,"-0,57943999767304"
BJ2012_583,583,"-0,33079248666763"
BJ2012_584,584,"-0,18024082481861"
BJ2012_585,585,"-0,67129164934158"
BJ2012_586,586,"-0,52153205871582"
BJ2012_587,587,"-0,96845752000809"
BJ2012_588,588,"-0,94645625352860"
BJ2012_589,589,"-0,35520583391190"
BJ2012_590,590,"-0,97111582756043"
BJ2012_591,591,"-1,01140999794006"
BJ2012_592,592,"-0,33712542057037"
BJ2012_593,593,"-0,35012874007225"
BJ2012_594,594,"1,47375595569611"
BJ2012_595,595,"1,43964004516602"
BJ2012_596,596,"1,02292001247406"
BJ2012_597,597,"1,47811090946198"
BJ2012_598,598,"1,08161914348602"
BJ2012_599,599,"1,36869955062866"
BJ2012_600,600,"0,81819409132004"
BJ2012_601,601,"1,20898747444153"
BJ2012_602,602,"0,80231219530106"
BJ2012_603,603,"1,74601566791534"
BJ2012_604,604,"1,05284786224365"
BJ2012_605,605,"1,37803173065186"
BJ2012_606,606,"1,29249358177185"
BJ2012_607,607,"1,58399260044098"
BJ2012_608,608,"1,64532291889191"
BJ2012_609,609,"1,23705196380615"
BJ2012_610,610,"1,50369727611542"
BJ2012_611,611,"0,64251476526260"
BJ2012_612,612,"1,45351171493530"
BJ2012_613,613,"0,79276955127716"
BJ2012_614,614,"0,66189563274384"
BJ2012_615,615,"1,23464083671570"
BJ2012_616,616,"0,49872583150864"
BJ2012_617,617,"-0,12263955920935"
BJ2012_618,618,"0,79022526741028"
BJ2012_619,619,"1,24282085895538"
BJ2012_620,620,"1,20226192474365"
BJ2012_621,621,"-0,07378958910704"
BJ2012_622,622,"1,11705505847931"
BJ2012_623,623,"0,07011500000954"
BJ2012_624,624,"0,26093864440918"
BJ2012_625,625,"-0,23777166008949"
BJ2012_626,626,"-0,81848400831223"
BJ2012_627,627,"0,07780047506094"
BJ2012_628,628,"0,25070175528526"
BJ2012_629,629,"-0,07006129622459"
BJ2012_630,630,"-0,91839230060577"
BJ2012_631,631,"-0,48629540205002"
BJ2012_632,632,"-0,50850415229797"
BJ2012_633,633,"-0,41499957442284"
BJ2012_634,634,"0,82973408699036"
BJ2012_635,635,"0,55403953790665"
BJ2012_636,636,"-0,14678999781609"
BJ2012_637,637,"0,20801189541817"
BJ2012_638,638,"-0,37390825152397"
BJ2012_639,639,"-0,24351499974728"
BJ2012_640,640,"-0,25218591094017"
BJ2012_641,641,"-0,41080260276794"
BJ2012_642,642,"0,74736779928207"
BJ2012_643,643,"0,52669250965118"
BJ2012_644,644,"0,65555250644684"
BJ2012_645,645,"1,14029228687286"
BJ2012_646,646,"-0,76704668998718"
BJ2012_647,647,"-0,76538127660751"
BJ2012_648,648,"-0,05575318261981"
BJ2012_649,649,"0,89695173501968"
BJ2012_650,650,"-0,15867227315903"
BJ2012_651,651,"-0,77051389217377"
BJ2012_652,652,"-0,68582957983017"
BJ2012_653,653,"0,65972793102264"
BJ2012_654,654,"0,11488375067711"
BJ2012_655,655,"0,24866041541100"
BJ2012_656,656,"0,76818126440048"
BJ2012_657,657,"-1,06699419021606"
BJ2012_658,658,"-0,79683417081833"
BJ2012_659,659,"-0,83783000707626"
BJ2012_660,660,"-0,95909458398819"
BJ2012_661,661,"-0,62780874967575"
BJ2012_662,662,"0,34723165631294"
BJ2012_663,663,"0,34193956851959"
BJ2012_664,664,"-0,20025874674320"
BJ2012_665,665,"-0,44713458418846"
BJ2012_666,666,"-0,26115667819977"
BJ2012_667,667,"-0,36898458003998"
BJ2012_668,668,"-0,67298668622971"
BJ2012_669,669,"-0,04067875072360"
BJ2012_670,670,"0,72896087169647"
BJ2012_671,671,"0,74445182085037"
BJ2012_672,672,"-0,05443124473095"
BJ2012_673,673,"1,08125126361847"
BJ2012_674,674,"1,03293299674988"
BJ2012_675,675,"0,68167334794998"
BJ2012_676,676,"0,70969957113266"
BJ2012_677,677,"-0,55192857980728"
BJ2012_678,678,"-0,19832666218281"
