,ID,LATNUM,LONGNUM
8758,AO2015_555,"-8,654541","14,412475"
8760,AO2015_557,"-15,102504","12,148766"
8761,AO2015_559,"-7,393741","20,825853"
8763,AO2015_560,"-7,381816","21,226968"
8764,AO2015_562,"-10,819499","14,366779"
8766,AO2015_564,"-6,108079","14,621644"
8768,AO2015_567,"-9,674049","20,366825"
8769,AO2015_568,"-10,842192","14,377599"
8770,AO2015_57,"-6,107200","14,628845"
8771,AO2015_573,"-8,582921","13,644828"
8774,AO2015_58,"-9,551154","16,360042"
8776,AO2015_583,"-9,542212","16,327302"
8777,AO2015_585,"-9,314390","14,889099"
8778,AO2015_587,"-9,658506","20,388494"
8780,AO2015_590,"-8,882319","13,241424"
8781,AO2015_594,"-8,957610","13,179210"
8782,AO2015_596,"-8,536241","14,507418"
8783,AO2015_598,"-9,551882","16,361515"
8785,AO2015_60,"-8,424109","20,735781"
8787,AO2015_604,"-8,806330","13,274043"
8788,AO2015_608,"-8,717116","14,803289"
8789,AO2015_609,"-9,438776","16,724504"
8790,AO2015_610,"-15,206464","12,162579"
8794,AO2015_62,"-12,647650","13,377255"
8796,AO2015_621,"-7,364602","20,807245"
8798,AO2015_627,"-8,774025","13,249513"
8799,AO2015_63,"-9,004046","20,412949"
8801,AO2015_72,"-9,320071","14,906135"
8802,AO2015_73,"-11,756710","19,922087"
8804,AO2015_77,"-4,653519","12,731428"
8806,AO2015_80,"-8,441921","20,717824"
8808,AO2015_82,"-5,601466","12,191756"
8809,AO2015_83,"-15,200578","12,168686"
8811,AO2015_86,"-11,775803","19,900256"
8813,AO2015_88,"-15,142602","12,177361"
8817,KE2015_1,"-1,262753","36,757369"
8818,KE2015_10,"-0,706864","36,589550"
8820,KE2015_101,"-1,422406","37,426768"
8822,KE2015_103,"-1,410960","36,966117"
8823,KE2015_104,"-1,510180","37,258172"
8824,KE2015_105,"-1,287746","37,391407"
8827,KE2015_108,"-1,791109","37,361888"
8829,KE2015_11,"-0,186504","36,506193"
8830,KE2015_110,"0,150711","39,441583"
8831,KE2015_111,"0,176010","40,245118"
8832,KE2015_112,"-0,426440","39,626809"
8834,KE2015_114,"0,214897","40,313051"
8835,KE2015_115,"2,069992","39,030162"
8838,KE2015_118,"3,925602","41,242281"
8840,KE2015_12,"-0,194835","36,427213"
8841,KE2015_120,"2,814653","40,939408"
8862,KE2015_14,"-0,385871","37,109734"
8884,KE2015_16,"-0,476565","37,141745"
8889,KE2015_164,"0,875272","36,804193"
8890,KE2015_165,"1,657566","37,212171"
8892,KE2015_167,"0,580907","37,499798"
8895,KE2015_17,"-0,424037","36,936094"
8916,KE2015_19,"-0,522359","37,273405"
8921,KE2015_194,"0,527540","36,552980"
8922,KE2015_195,"0,274013","36,540490"
8923,KE2015_196,"0,021378","37,075456"
8924,KE2015_197,"0,035882","36,355078"
8926,KE2015_199,"-0,868867","36,509278"
8927,KE2015_2,"-1,338937","36,759522"
8928,KE2015_20,"-0,531198","37,385329"
8933,KE2015_204,"-0,989751","36,593005"
8934,KE2015_205,"-0,741104","36,511444"
8941,KE2015_211,"-2,128319","36,701307"
8942,KE2015_212,"-1,682124","36,886084"
8944,KE2015_214,"-1,391726","36,761861"
8950,KE2015_22,"-0,523186","37,261742"
8981,KE2015_26,"-1,029366","37,151350"
8983,KE2015_28,"-0,899258","37,209033"
8984,KE2015_29,"-1,061886","36,651355"
8985,KE2015_3,"-1,270583","36,963737"
8986,KE2015_30,"-1,077364","36,989752"
8987,KE2015_31,"-0,897722","36,794013"
8988,KE2015_32,"-1,179889","36,725431"
8989,KE2015_33,"-1,164515","36,641030"
8990,KE2015_34,"-1,224665","36,709624"
8991,KE2015_35,"-1,068387","37,104735"
8992,KE2015_36,"-1,212726","36,918759"
8996,KE2015_4,"-1,322515","36,903702"
9000,KE2015_43,"-4,354395","39,217181"
9002,KE2015_45,"-4,281549","39,157439"
9003,KE2015_46,"-4,455536","39,287201"
9005,KE2015_48,"-4,255824","39,490214"
9007,KE2015_5,"-1,318353","36,835251"
9009,KE2015_51,"-3,871582","39,714702"
9010,KE2015_52,"-3,611262","39,486816"
9013,KE2015_55,"-2,991560","40,046926"
9015,KE2015_57,"-3,857072","39,472066"
9017,KE2015_59,"-3,050384","40,121151"
9018,KE2015_6,"-1,206920","36,881645"
9021,KE2015_62,"-0,476707","39,603112"
9028,KE2015_69,"-3,661116","38,867996"
9029,KE2015_7,"-1,276019","36,858857"
9030,KE2015_70,"-3,442376","38,363205"
9031,KE2015_71,"-3,325398","38,370068"
9034,KE2015_74,"-3,417676","38,352798"
9037,KE2015_77,"1,795652","37,486838"
9038,KE2015_78,"2,315242","37,985914"
9039,KE2015_79,"3,530273","39,070401"
9040,KE2015_8,"-0,002178","36,364098"
9041,KE2015_80,"0,592511","37,277353"
9042,KE2015_81,"0,733972","39,169886"
9044,KE2015_83,"0,526084","38,492661"
9045,KE2015_84,"0,028611","37,145657"
9046,KE2015_85,"0,250546","37,970987"
9047,KE2015_86,"0,069628","37,657400"
9048,KE2015_87,"0,339148","37,935555"
9049,KE2015_88,"-0,300635","37,633157"
9051,KE2015_9,"-0,427087","36,447645"
9052,KE2015_90,"-0,335717","37,658839"
9059,KE2015_97,"-0,290705","38,355760"
9060,KE2015_98,"-1,379369","38,016630"
9061,KE2015_99,"-0,946572","38,051118"
9109,ML2015_142,"15,253592","-1,804732"
9110,ML2015_143,"14,817463","-1,102361"
9119,ML2015_152,"15,514692","-4,609198"
9247,MW2015_112,"-15,989841","35,301747"
9258,MW2015_125,"-13,497599","33,861094"
9259,MW2015_126,"-12,462833","33,821387"
9264,MW2015_132,"-13,260248","33,648465"
9265,MW2015_133,"-16,932245","35,251074"
9267,MW2015_136,"-13,240763","34,022746"
9268,MW2015_137,"-14,371312","34,256627"
9269,MW2015_139,"-16,025043","35,687134"
9270,MW2015_14,"-14,959841","34,878888"
9273,MW2015_142,"-12,847461","34,224513"
9274,MW2015_143,"-13,558752","33,866390"
9278,MW2015_148,"-16,127115","35,258189"
9281,MW2015_150,"-13,325075","33,903215"
9283,MW2015_153,"-13,485522","33,659687"
9284,MW2015_154,"-10,914818","33,852927"
9285,MW2015_157,"-15,842961","35,092511"
9289,MW2015_165,"-11,020652","33,847011"
9291,MW2015_167,"-10,929398","34,045858"
9296,MW2015_174,"-15,985498","35,788569"
9299,MW2015_179,"-11,728886","33,984737"
9300,MW2015_18,"-11,488252","33,536393"
9302,MW2015_181,"-15,828040","35,004066"
9306,MW2015_185,"-11,601547","33,975359"
9309,MW2015_188,"-11,022721","33,834455"
9314,MW2015_196,"-16,926089","35,219593"
9316,MW2015_198,"-14,662120","34,617548"
9323,MW2015_206,"-14,926599","34,687141"
9326,MW2015_210,"-15,978157","35,652623"
9327,MW2015_211,"-15,772096","34,991869"
9332,MW2015_22,"-16,127469","35,542009"
9339,MW2015_229,"-13,437253","33,640846"
9342,MW2015_233,"-15,838361","34,903891"
9346,MW2015_237,"-10,973000","33,971583"
9349,MW2015_243,"-10,005363","33,610753"
9350,MW2015_246,"-13,051179","33,488158"
9351,MW2015_247,"-13,546446","33,766037"
9355,MW2015_254,"-14,210345","34,064013"
9358,MW2015_258,"-13,650893","34,146565"
9364,MW2015_264,"-11,610374","33,568975"
9373,MW2015_278,"-13,261530","33,954820"
9374,MW2015_28,"-13,160898","33,906041"
9378,MW2015_287,"-13,181780","33,701574"
9381,MW2015_29,"-10,705137","34,139256"
9383,MW2015_291,"-14,380220","33,876271"
9384,MW2015_292,"-13,532124","33,719229"
9388,MW2015_297,"-12,925473","33,568873"
9393,MW2015_303,"-15,131348","34,988559"
9395,MW2015_305,"-16,069329","35,539951"
9399,MW2015_31,"-15,005047","35,179711"
9401,MW2015_314,"-15,292089","35,068913"
9407,MW2015_324,"-12,891614","33,845077"
9411,MW2015_33,"-13,405455","33,651760"
9413,MW2015_331,"-13,343380","33,804833"
9416,MW2015_334,"-13,437956","33,980046"
9430,MW2015_352,"-15,847040","34,979389"
9431,MW2015_353,"-13,425361","34,056166"
9432,MW2015_354,"-15,733907","35,071951"
9440,MW2015_363,"-16,067703","35,722854"
9443,MW2015_366,"-13,634490","33,984850"
9446,MW2015_369,"-13,745669","33,466422"
9448,MW2015_371,"-14,115582","33,353190"
9454,MW2015_380,"-16,111261","35,085524"
9455,MW2015_381,"-16,132503","35,506059"
9456,MW2015_382,"-12,149510","33,642937"
9459,MW2015_385,"-15,998056","35,320173"
9462,MW2015_393,"-9,724797","33,572993"
9466,MW2015_398,"-15,762764","35,076797"
9468,MW2015_40,"-11,178120","34,119995"
9476,MW2015_412,"-14,093758","34,246170"
9481,MW2015_419,"-14,408507","34,785619"
9482,MW2015_421,"-16,766705","35,268353"
9484,MW2015_424,"-11,665520","34,068822"
9487,MW2015_428,"-15,079601","34,751929"
9494,MW2015_438,"-14,982974","34,976059"
9495,MW2015_440,"-12,060127","33,282900"
9498,MW2015_445,"-11,456501","34,008937"
9499,MW2015_449,"-14,894716","34,897136"
9500,MW2015_45,"-15,764011","35,111927"
9504,MW2015_455,"-12,658858","34,184259"
9510,MW2015_460,"-11,774083","34,193673"
9511,MW2015_462,"-11,192170","33,649691"
9513,MW2015_465,"-15,026762","34,615105"
9514,MW2015_469,"-13,330331","33,592274"
9519,MW2015_475,"-12,373559","34,031524"
9520,MW2015_476,"-17,060354","35,125602"
9522,MW2015_478,"-15,836419","35,690146"
9524,MW2015_480,"-9,684943","33,503247"
9525,MW2015_481,"-13,496219","34,110987"
9528,MW2015_484,"-14,284036","33,937821"
9531,MW2015_487,"-14,904624","34,605168"
9532,MW2015_488,"-12,910308","34,276754"
9533,MW2015_489,"-15,112686","35,032471"
9534,MW2015_49,"-13,294065","33,517870"
9535,MW2015_490,"-13,070072","34,257124"
9536,MW2015_491,"-14,449147","34,063143"
9538,MW2015_494,"-11,392864","34,169514"
9540,MW2015_499,"-11,740211","33,571913"
9543,MW2015_504,"-14,697297","34,584062"
9545,MW2015_508,"-11,471294","33,972526"
9546,MW2015_509,"-15,211415","34,893633"
9547,MW2015_51,"-11,906615","33,775815"
9548,MW2015_510,"-13,597833","33,937734"
9549,MW2015_512,"-14,170868","34,004628"
9550,MW2015_513,"-14,683620","34,749651"
9551,MW2015_514,"-13,392521","34,065646"
9552,MW2015_515,"-15,774680","35,134823"
9553,MW2015_517,"-14,095607","33,602099"
9554,MW2015_519,"-12,917195","34,272050"
9556,MW2015_520,"-16,093879","35,035258"
9558,MW2015_523,"-10,649677","34,027213"
9559,MW2015_524,"-15,856448","35,048960"
9560,MW2015_525,"-17,012535","35,148757"
9567,MW2015_536,"-13,642063","33,935380"
9569,MW2015_538,"-13,105338","33,496968"
9570,MW2015_54,"-13,392469","34,268585"
9572,MW2015_542,"-13,573592","33,964074"
9575,MW2015_547,"-11,678791","34,110972"
9581,MW2015_552,"-13,387585","33,644203"
9582,MW2015_553,"-14,111239","33,333832"
9583,MW2015_554,"-11,401969","33,986795"
9586,MW2015_56,"-13,069350","34,299860"
9590,MW2015_563,"-12,241728","33,409368"
9595,MW2015_573,"-10,855979","34,052091"
9602,MW2015_582,"-14,887785","34,938395"
9604,MW2015_584,"-16,885262","35,248861"
9610,MW2015_591,"-11,599458","33,697398"
9611,MW2015_592,"-13,590902","33,545413"
9612,MW2015_595,"-10,890457","34,006484"
9613,MW2015_597,"-13,203914","33,790030"
9616,MW2015_6,"-11,355628","33,380949"
9623,MW2015_608,"-16,150007","35,202285"
9624,MW2015_61,"-15,026056","34,945604"
9629,MW2015_615,"-11,440015","33,987931"
9631,MW2015_617,"-15,043052","35,191962"
9632,MW2015_618,"-13,695284","33,816539"
9635,MW2015_621,"-13,509211","33,883598"
9639,MW2015_626,"-9,981245","33,396213"
9642,MW2015_63,"-14,167770","34,164371"
9645,MW2015_633,"-14,313640","33,822320"
9646,MW2015_634,"-12,934741","34,298265"
9650,MW2015_641,"-11,232238","34,205223"
9652,MW2015_645,"-16,238441","35,227348"
9659,MW2015_655,"-12,909706","34,295346"
9663,MW2015_66,"-13,310119","33,793036"
9664,MW2015_661,"-15,813472","35,095583"
9666,MW2015_663,"-15,200712","35,084149"
9669,MW2015_667,"-13,738166","33,687640"
9670,MW2015_669,"-14,934048","34,940482"
9672,MW2015_672,"-10,343216","34,163947"
9673,MW2015_675,"-14,976169","35,066236"
9678,MW2015_681,"-16,914431","35,246327"
9681,MW2015_686,"-16,003427","35,479304"
9683,MW2015_688,"-13,193246","33,503963"
9688,MW2015_697,"-14,359700","33,962141"
9689,MW2015_698,"-12,940247","34,285399"
9695,MW2015_703,"-13,430093","33,831345"
9696,MW2015_705,"-15,762866","35,005495"
9700,MW2015_71,"-14,684143","34,661821"
9701,MW2015_710,"-16,023599","35,498699"
9703,MW2015_713,"-13,188913","33,873066"
9705,MW2015_718,"-15,829132","35,004536"
9708,MW2015_721,"-14,996015","34,706922"
9710,MW2015_723,"-16,105035","35,481272"
9711,MW2015_725,"-13,502908","33,762602"
9713,MW2015_727,"-15,033163","35,068866"
9728,MW2015_746,"-11,403069","33,981962"
9729,MW2015_747,"-13,241289","33,815862"
9732,MW2015_75,"-15,764143","34,987342"
9735,MW2015_753,"-14,065839","34,166466"
9744,MW2015_765,"-15,985820","35,387531"
9745,MW2015_766,"-15,200595","35,193061"
9748,MW2015_769,"-14,048169","33,982023"
9750,MW2015_771,"-13,667936","33,338491"
9753,MW2015_775,"-13,206381","33,841078"
9754,MW2015_776,"-9,954817","33,671642"
9756,MW2015_781,"-11,900523","33,596743"
9759,MW2015_784,"-15,833765","34,999823"
9761,MW2015_786,"-16,810262","35,290607"
9765,MW2015_79,"-11,011677","33,851282"
9767,MW2015_792,"-15,869195","35,097698"
9769,MW2015_794,"-11,015262","33,851312"
9771,MW2015_797,"-15,034305","34,896810"
9773,MW2015_8,"-10,316705","34,093615"
9775,MW2015_800,"-16,106374","35,531071"
9777,MW2015_803,"-11,298811","33,620194"
9779,MW2015_806,"-13,171733","33,850385"
9780,MW2015_807,"-14,008514","34,005975"
9781,MW2015_81,"-15,205432","34,816688"
9785,MW2015_816,"-15,991163","35,431458"
9790,MW2015_823,"-13,905698","33,202526"
9792,MW2015_826,"-13,504546","34,230696"
9797,MW2015_835,"-13,983167","33,310740"
9799,MW2015_838,"-11,492543","33,565131"
9800,MW2015_839,"-16,048008","35,670333"
9811,MW2015_88,"-15,867902","34,958223"
9813,MW2015_90,"-16,141907","35,372395"
9815,MW2015_92,"-11,341943","33,912369"
9817,MW2015_94,"-13,947336","34,084531"
9820,NG2015_1,"13,066055","5,248442"
9822,NG2015_100,"12,462122","4,189928"
9825,NG2015_103,"13,155740","4,417820"
9830,NG2015_108,"12,297743","4,417042"
9833,NG2015_110,"9,153168","7,201058"
9840,NG2015_117,"9,112777","5,810225"
9842,NG2015_119,"9,051316","7,467990"
9844,NG2015_120,"9,036293","7,499400"
9846,NG2015_122,"9,160119","7,377094"
9847,NG2015_123,"8,837905","7,050389"
9848,NG2015_124,"9,078649","7,349408"
9849,NG2015_125,"8,664085","7,041790"
9860,NG2015_135,"8,960556","7,648317"
9883,NG2015_16,"12,560376","6,138296"
9888,NG2015_164,"7,097909","6,733817"
9893,NG2015_169,"7,818527","5,991106"
9895,NG2015_170,"6,864738","6,686151"
9898,NG2015_173,"8,503988","4,562582"
9899,NG2015_174,"8,504310","4,550459"
9900,NG2015_175,"8,472529","4,533411"
9906,NG2015_180,"8,719237","5,614174"
9913,NG2015_187,"8,618002","3,589634"
9917,NG2015_190,"7,916650","4,309221"
9918,NG2015_191,"7,685224","4,812938"
9921,NG2015_194,"7,920154","4,672626"
9922,NG2015_195,"7,935138","4,928435"
9923,NG2015_196,"7,751634","4,566805"
9929,NG2015_200,"7,664902","4,914735"
9930,NG2015_201,"7,653439","5,129176"
9935,NG2015_206,"7,736309","4,995917"
9948,NG2015_218,"6,303997","5,664954"
9949,NG2015_219,"6,369269","5,640588"
9950,NG2015_22,"13,091436","8,223330"
9951,NG2015_220,"6,310657","5,619159"
9953,NG2015_222,"6,506587","5,794219"
9957,NG2015_226,"6,336446","6,992737"
9958,NG2015_227,"6,222336","7,092143"
9959,NG2015_228,"6,025832","7,019362"
9960,NG2015_229,"6,043357","6,926180"
9962,NG2015_230,"5,891273","6,831285"
9963,NG2015_231,"6,130447","6,780676"
9964,NG2015_232,"5,921210","7,183715"
9965,NG2015_233,"6,054607","7,007964"
9966,NG2015_234,"6,140610","7,055236"
9967,NG2015_235,"6,803874","7,441899"
9970,NG2015_238,"6,951029","7,363361"
9971,NG2015_239,"6,882116","7,408305"
9975,NG2015_242,"6,980137","7,313563"
9977,NG2015_244,"6,636060","8,190661"
9978,NG2015_245,"6,323972","8,138510"
9980,NG2015_247,"5,958603","7,574862"
9982,NG2015_249,"5,984878","7,867502"
9984,NG2015_250,"6,028903","7,871026"
9985,NG2015_251,"6,082910","8,242144"
9986,NG2015_252,"6,351240","8,042049"
9987,NG2015_253,"5,073282","8,350112"
9988,NG2015_254,"4,954632","8,311124"
9990,NG2015_256,"5,856318","8,069673"
9993,NG2015_259,"5,924380","8,182047"
9994,NG2015_26,"12,224908","7,413648"
9996,NG2015_261,"5,375307","8,382975"
9997,NG2015_262,"5,006511","7,943811"
9998,NG2015_263,"5,035284","7,935247"
9999,NG2015_264,"4,839649","7,875693"
10000,NG2015_265,"4,664797","8,297593"
10001,NG2015_266,"4,607130","7,818117"
10002,NG2015_267,"4,706484","7,897328"
10003,NG2015_268,"4,780938","7,924822"
10004,NG2015_269,"4,692634","8,064051"
10006,NG2015_270,"5,109685","7,679027"
10007,NG2015_271,"5,093703","7,381579"
10008,NG2015_272,"5,104608","7,364783"
10009,NG2015_273,"5,609563","7,544946"
10010,NG2015_274,"5,991712","7,394106"
10011,NG2015_275,"5,449103","7,385817"
10012,NG2015_276,"5,550590","7,772188"
10013,NG2015_277,"5,066462","7,377670"
10014,NG2015_278,"5,508146","7,519554"
10015,NG2015_279,"5,116367","7,315060"
10017,NG2015_280,"5,726505","7,108546"
10018,NG2015_281,"5,486091","7,293030"
10019,NG2015_282,"5,596985","6,925541"
10020,NG2015_283,"5,483928","7,068602"
10021,NG2015_284,"5,923210","7,058333"
10022,NG2015_285,"5,659293","7,113728"
10023,NG2015_286,"5,786778","6,904285"
10024,NG2015_287,"5,803398","7,014884"
10025,NG2015_288,"5,637682","7,305620"
10026,NG2015_289,"4,766289","6,901483"
10028,NG2015_290,"4,810918","6,771872"
10029,NG2015_291,"4,800587","6,996293"
10030,NG2015_292,"4,690605","7,358783"
10031,NG2015_293,"5,152325","6,492943"
10032,NG2015_294,"4,629926","7,499357"
10033,NG2015_295,"4,478078","7,272197"
10034,NG2015_296,"5,162719","6,679242"
10035,NG2015_297,"4,899393","6,974373"
10036,NG2015_298,"5,170865","6,303353"
10037,NG2015_299,"4,941914","6,296894"
10038,NG2015_3,"13,654926","5,798567"
10040,NG2015_300,"4,880772","5,811426"
10041,NG2015_301,"5,122880","6,465567"
10042,NG2015_302,"4,757097","6,124185"
10043,NG2015_303,"4,617372","6,274210"
10044,NG2015_304,"4,787215","6,234099"
10045,NG2015_305,"4,791636","6,007630"
10046,NG2015_306,"5,163877","6,196953"
10049,NG2015_309,"5,952450","5,629784"
10051,NG2015_310,"5,062526","5,725575"
10053,NG2015_312,"6,337250","6,419242"
10056,NG2015_315,"6,061801","6,461039"
10082,NG2015_39,"12,769847","11,511603"
10083,NG2015_4,"13,019809","4,960301"
10093,NG2015_5,"12,538563","5,570142"
10099,NG2015_6,"13,509586","5,989212"
10110,NG2015_7,"12,836087","5,048598"
10160,RW2014_126,"-1,507169","29,503296"
10161,RW2014_127,"-1,483498","29,841065"
10173,RW2014_154,"-1,859167","29,406123"
10222,RW2014_221,"-2,700170","29,853965"
10225,RW2014_225,"-2,276587","30,842081"
10228,RW2014_229,"-2,653152","29,779716"
10243,RW2014_25,"-1,405256","29,839800"
10250,RW2014_261,"-2,445660","29,466676"
10287,RW2014_314,"-1,571579","29,523147"
10292,RW2014_322,"-1,522856","29,440278"
10302,RW2014_335,"-1,370981","29,872701"
10304,RW2014_337,"-2,622332","29,707564"
10305,RW2014_34,"-1,571128","29,391049"
10310,RW2014_347,"-2,382102","29,357266"
10315,RW2014_351,"-1,570323","29,454242"
10340,RW2014_389,"-2,604073","29,734085"
10370,RW2014_428,"-2,606718","29,835851"
10372,RW2014_43,"-2,697378","29,474576"
10382,RW2014_444,"-1,596788","29,473090"
10385,RW2014_450,"-1,532560","29,382156"
10386,RW2014_451,"-2,503222","29,047231"
10401,RW2014_475,"-1,554683","29,501642"
10402,RW2014_476,"-1,509070","29,805346"
10425,RW2014_69,"-2,647015","29,465716"
10430,RW2014_73,"-1,636858","29,396307"
10456,TZ2015_108,"-6,852292","38,945694"
10458,TZ2015_119,"-6,764315","38,999027"
10460,TZ2015_120,"-6,756270","38,897267"
10461,TZ2015_121,"-6,648498","38,781044"
10465,TZ2015_125,"-6,812769","39,209655"
10467,TZ2015_127,"-6,776324","39,064105"
10469,TZ2015_129,"-6,630457","39,120269"
10473,TZ2015_132,"-6,812689","39,149812"
10475,TZ2015_134,"-6,805139","39,178035"
10476,TZ2015_135,"-6,809555","39,109037"
10477,TZ2015_136,"-6,700249","39,134906"
10478,TZ2015_137,"-6,869916","39,167430"
10479,TZ2015_138,"-6,837261","39,235568"
10482,TZ2015_140,"-6,843191","39,226626"
10485,TZ2015_143,"-6,843070","39,199228"
10486,TZ2015_144,"-6,907758","39,222257"
10487,TZ2015_145,"-6,839872","39,150381"
10490,TZ2015_148,"-6,902499","39,263836"
10491,TZ2015_149,"-6,872038","39,229589"
10493,TZ2015_150,"-6,916690","39,251160"
10496,TZ2015_153,"-6,856927","39,248254"
10497,TZ2015_154,"-6,900156","39,267638"
10498,TZ2015_155,"-6,883230","39,247576"
10500,TZ2015_157,"-6,919549","39,235094"
10501,TZ2015_158,"-6,886580","39,226471"
10503,TZ2015_164,"-9,747111","39,558546"
10505,TZ2015_166,"-10,479522","39,585894"
10512,TZ2015_178,"-9,915895","39,735485"
10515,TZ2015_180,"-10,592642","40,044964"
10516,TZ2015_181,"-10,250986","40,003298"
10517,TZ2015_182,"-10,449244","40,317138"
10529,TZ2015_193,"-10,490513","39,516650"
10530,TZ2015_194,"-10,285259","40,193153"
10531,TZ2015_195,"-10,301151","40,171748"
10536,TZ2015_2,"-4,364093","35,852918"
10543,TZ2015_205,"-10,786543","35,593654"
10544,TZ2015_21,"-3,287628","36,470020"
10598,TZ2015_3,"-4,903511","35,770286"
10600,TZ2015_302,"-8,180952","31,498729"
10601,TZ2015_303,"-8,539429","31,906491"
10602,TZ2015_304,"-8,790064","31,754375"
10604,TZ2015_306,"-7,854325","31,819244"
10606,TZ2015_308,"-8,059425","31,818424"
10609,TZ2015_310,"-8,376290","32,048961"
10611,TZ2015_312,"-7,331398","31,060200"
10612,TZ2015_313,"-7,633326","31,020757"
10613,TZ2015_314,"-8,168450","30,950238"
10614,TZ2015_315,"-7,474073","30,607437"
10615,TZ2015_316,"-7,517651","31,024607"
10618,TZ2015_319,"-7,977008","31,643558"
10620,TZ2015_320,"-8,020034","31,685501"
10621,TZ2015_321,"-7,972460","31,449262"
10623,TZ2015_323,"-3,594983","30,720880"
10626,TZ2015_326,"-3,632287","30,624211"
10632,TZ2015_331,"-4,884782","29,661311"
10634,TZ2015_333,"-4,892419","29,651109"
10639,TZ2015_338,"-4,463770","29,944746"
10657,TZ2015_354,"-3,358258","32,423788"
10663,TZ2015_36,"-3,209700","36,631767"
10668,TZ2015_367,"-1,452448","31,786564"
10669,TZ2015_368,"-1,480893","31,414392"
10671,TZ2015_372,"-1,799074","31,532477"
10673,TZ2015_379,"-1,329993","31,821584"
10675,TZ2015_380,"-1,305566","31,794996"
10677,TZ2015_386,"-2,103719","32,883628"
10688,TZ2015_396,"-2,544027","32,660677"
10689,TZ2015_397,"-2,472738","32,539562"
10704,TZ2015_41,"-3,177725","37,560375"
10715,TZ2015_42,"-3,150290","37,634027"
10726,TZ2015_43,"-3,005652","37,559341"
10728,TZ2015_431,"-4,386591","35,417484"
10729,TZ2015_432,"-4,473817","35,426367"
10735,TZ2015_44,"-3,158365","37,633216"
10740,TZ2015_444,"-4,237906","35,742628"
10741,TZ2015_445,"-4,223267","35,756482"
10750,TZ2015_454,"-9,409450","34,232606"
10751,TZ2015_455,"-9,138061","34,002296"
10756,TZ2015_46,"-4,258557","37,973887"
10759,TZ2015_462,"-9,842774","34,386516"
10763,TZ2015_466,"-6,386577","30,986436"
10764,TZ2015_467,"-6,347639","31,071591"
10765,TZ2015_468,"-6,338598","31,067646"
10766,TZ2015_469,"-6,353393","31,051981"
10767,TZ2015_47,"-4,296550","38,024326"
10768,TZ2015_470,"-6,324554","31,094139"
10769,TZ2015_471,"-6,347238","31,089951"
10780,TZ2015_50,"-3,273320","37,533819"
10785,TZ2015_510,"-2,707106","32,390811"
10786,TZ2015_511,"-3,214846","32,386986"
10787,TZ2015_513,"-2,967893","31,942312"
10789,TZ2015_516,"-2,873983","32,231216"
10791,TZ2015_528,"-5,821428","39,224641"
10798,TZ2015_534,"-5,936371","39,300051"
10799,TZ2015_535,"-5,809683","39,298947"
10800,TZ2015_536,"-5,929898","39,214743"
10801,TZ2015_537,"-6,037188","39,227563"
10802,TZ2015_538,"-5,996788","39,255537"
10803,TZ2015_539,"-5,980977","39,271757"
10806,TZ2015_541,"-6,022229","39,228640"
10807,TZ2015_542,"-5,967429","39,244402"
10808,TZ2015_543,"-6,087743","39,315252"
10809,TZ2015_544,"-6,078955","39,340296"
10810,TZ2015_545,"-6,134299","39,300794"
10811,TZ2015_546,"-6,038500","39,322379"
10812,TZ2015_547,"-6,064016","39,327594"
10813,TZ2015_548,"-6,185565","39,468802"
10814,TZ2015_549,"-6,217647","39,310370"
10816,TZ2015_550,"-6,251617","39,355010"
10817,TZ2015_551,"-6,191200","39,432356"
10821,TZ2015_555,"-6,342771","39,469762"
10824,TZ2015_558,"-6,151040","39,267537"
10825,TZ2015_559,"-6,092045","39,219676"
10827,TZ2015_560,"-6,102161","39,228093"
10828,TZ2015_561,"-6,210764","39,206900"
10830,TZ2015_563,"-6,167737","39,232789"
10831,TZ2015_564,"-6,168408","39,226449"
10832,TZ2015_565,"-6,200980","39,244028"
10833,TZ2015_566,"-6,193499","39,225807"
10834,TZ2015_567,"-6,125513","39,218267"
10835,TZ2015_568,"-6,225245","39,234843"
10836,TZ2015_569,"-6,203944","39,245759"
10838,TZ2015_570,"-6,184198","39,240477"
10839,TZ2015_571,"-6,162931","39,203200"
10840,TZ2015_572,"-6,159877","39,217802"
10841,TZ2015_573,"-6,170187","39,220663"
10842,TZ2015_574,"-6,166351","39,217026"
10843,TZ2015_575,"-6,165436","39,192366"
10844,TZ2015_576,"-6,170911","39,204257"
10845,TZ2015_577,"-6,169350","39,219951"
10846,TZ2015_578,"-6,168008","39,204787"
10847,TZ2015_579,"-5,052639","39,727790"
10851,TZ2015_582,"-5,144173","39,730526"
10852,TZ2015_583,"-5,054180","39,788368"
10854,TZ2015_585,"-5,054138","39,819585"
10855,TZ2015_586,"-5,055057","39,736111"
10856,TZ2015_587,"-4,941531","39,747697"
10857,TZ2015_588,"-5,006268","39,760520"
10861,TZ2015_591,"-4,948149","39,778854"
10862,TZ2015_592,"-4,970093","39,799732"
10863,TZ2015_593,"-4,947591","39,718498"
10865,TZ2015_595,"-5,197479","39,744925"
10866,TZ2015_596,"-5,289070","39,737880"
10869,TZ2015_599,"-5,243770","39,762982"
10872,TZ2015_600,"-5,367130","39,661343"
10873,TZ2015_601,"-5,430407","39,647839"
10875,TZ2015_603,"-5,428460","39,721026"
10878,TZ2015_606,"-5,402723","39,687581"
10879,TZ2015_607,"-5,356214","39,728839"
