,ID,LATNUM,LONGNUM
3262,NG2013_534,"6,224442","8,367934"
3263,NG2013_535,"6,223327","8,173345"
3264,NG2013_536,"5,881247","7,926277"
3265,NG2013_537,"5,922990","7,880380"
3266,NG2013_538,"6,334288","8,079278"
3267,NG2013_539,"6,166097","7,953141"
3269,NG2013_540,"6,123768","8,097767"
3270,NG2013_541,"6,224314","8,322529"
3271,NG2013_542,"6,113871","8,219959"
3273,NG2013_544,"6,442368","7,789120"
3275,NG2013_546,"6,204235","7,848501"
3276,NG2013_547,"5,923880","7,726977"
3277,NG2013_548,"5,961636","7,557885"
3278,NG2013_549,"6,387544","8,386034"
3280,NG2013_550,"6,049313","7,751943"
3281,NG2013_551,"6,011558","7,793280"
3286,NG2013_556,"6,075453","7,835072"
3291,NG2013_561,"6,471128","7,571541"
3295,NG2013_565,"6,464136","7,190254"
3296,NG2013_566,"6,612560","7,412998"
3297,NG2013_567,"6,706788","7,391684"
3298,NG2013_568,"6,654585","7,425133"
3299,NG2013_57,"6,809701","6,682640"
3301,NG2013_571,"6,894240","7,444949"
3303,NG2013_573,"6,360220","7,681869"
3305,NG2013_575,"6,849062","7,378249"
3306,NG2013_576,"6,781007","7,426636"
3307,NG2013_577,"6,152352","7,368510"
3309,NG2013_579,"6,601337","7,333683"
3310,NG2013_58,"7,189299","6,797413"
3311,NG2013_580,"6,530635","7,111675"
3312,NG2013_581,"5,441854","7,257946"
3313,NG2013_582,"5,491979","7,227432"
3314,NG2013_583,"5,600442","7,255178"
3315,NG2013_584,"5,652176","7,295176"
3316,NG2013_585,"5,888530","7,080110"
3317,NG2013_586,"5,817813","7,168341"
3318,NG2013_587,"5,529132","7,121540"
3319,NG2013_588,"5,606702","7,150320"
3320,NG2013_589,"5,612769","6,945487"
3322,NG2013_590,"5,569454","7,302040"
3323,NG2013_591,"5,528416","7,374866"
3324,NG2013_592,"5,378015","6,793277"
3325,NG2013_593,"5,609557","6,774939"
3326,NG2013_594,"5,804532","7,289973"
3327,NG2013_595,"5,757782","7,173965"
3328,NG2013_596,"5,821662","7,029831"
3329,NG2013_597,"5,812998","6,951023"
3330,NG2013_598,"5,770023","6,959956"
3331,NG2013_599,"5,750030","6,921899"
3333,NG2013_60,"7,846395","5,991781"
3334,NG2013_600,"5,755592","6,885817"
3335,NG2013_601,"5,502847","7,013101"
3336,NG2013_602,"5,406518","7,129480"
3337,NG2013_603,"5,425368","7,119244"
3338,NG2013_604,"5,447629","7,146526"
3339,NG2013_605,"5,039228","7,743902"
3340,NG2013_606,"4,652708","7,964213"
3341,NG2013_607,"4,652164","7,935231"
3342,NG2013_608,"4,665988","7,915869"
3343,NG2013_609,"4,613304","8,036169"
3344,NG2013_61,"7,821073","6,099531"
3345,NG2013_610,"5,131645","7,562385"
3346,NG2013_611,"4,859032","7,997767"
3347,NG2013_612,"5,188465","7,844778"
3348,NG2013_613,"4,595597","7,720882"
3349,NG2013_614,"5,185092","7,715280"
3350,NG2013_615,"5,310964","7,808506"
3351,NG2013_616,"5,029461","7,889520"
3352,NG2013_617,"4,666389","8,113456"
3353,NG2013_618,"4,710534","8,273757"
3354,NG2013_619,"4,840835","7,894641"
3356,NG2013_620,"4,933343","7,885077"
3357,NG2013_621,"4,703456","8,010666"
3358,NG2013_622,"5,201542","7,598517"
3359,NG2013_623,"4,826710","8,226735"
3360,NG2013_624,"4,922969","7,599793"
3361,NG2013_625,"5,096020","7,966481"
3362,NG2013_626,"4,782493","8,179391"
3363,NG2013_627,"5,015734","7,922837"
3364,NG2013_628,"5,035320","7,964703"
3366,NG2013_63,"7,911439","6,753847"
3367,NG2013_630,"4,336703","6,259251"
3369,NG2013_632,"4,310359","6,190186"
3370,NG2013_633,"4,866164","5,814328"
3372,NG2013_635,"4,893463","5,735603"
3374,NG2013_637,"4,959310","5,631937"
3377,NG2013_640,"4,534514","6,392616"
3378,NG2013_641,"4,687263","6,318596"
3379,NG2013_642,"4,785544","6,314492"
3380,NG2013_643,"4,830457","6,317071"
3382,NG2013_645,"4,767857","6,150217"
3384,NG2013_647,"4,711195","6,039983"
3385,NG2013_648,"5,253494","6,520343"
3386,NG2013_649,"5,213440","6,528436"
3388,NG2013_650,"5,043298","6,393028"
3389,NG2013_651,"5,001820","6,362631"
3390,NG2013_652,"5,910192","8,092837"
3391,NG2013_653,"5,318052","8,587127"
3392,NG2013_654,"5,350739","8,324381"
3393,NG2013_655,"4,882177","8,425215"
3394,NG2013_656,"4,884884","8,470668"
3395,NG2013_657,"6,563070","8,808679"
3396,NG2013_658,"6,442639","8,931405"
3397,NG2013_659,"6,463712","8,951240"
3399,NG2013_660,"4,968501","8,339671"
3400,NG2013_661,"4,923228","8,328329"
3401,NG2013_662,"5,939873","8,850426"
3402,NG2013_663,"6,029597","8,872977"
3403,NG2013_664,"5,986337","8,736251"
3405,NG2013_666,"6,183286","8,368608"
3406,NG2013_667,"5,829562","8,412643"
3407,NG2013_668,"5,161451","8,310817"
3408,NG2013_669,"5,167982","8,154067"
3410,NG2013_670,"5,271364","7,950720"
3411,NG2013_671,"5,791067","8,059671"
3413,NG2013_673,"6,735454","8,448336"
3414,NG2013_674,"6,810321","8,808429"
3416,NG2013_676,"6,311110","6,483406"
3421,NG2013_680,"5,353119","5,386393"
3424,NG2013_683,"5,936639","5,651535"
3429,NG2013_688,"6,128390","6,746714"
3430,NG2013_689,"5,229959","6,195732"
3433,NG2013_691,"5,900629","5,664856"
3437,NG2013_695,"5,848891","6,136667"
3441,NG2013_699,"6,353044","5,581832"
3444,NG2013_700,"6,386050","5,615041"
3445,NG2013_701,"6,379455","5,628859"
3446,NG2013_702,"6,361278","5,585180"
3447,NG2013_703,"6,338824","5,594767"
3448,NG2013_704,"6,329108","5,578549"
3452,NG2013_708,"6,519155","6,321776"
3453,NG2013_709,"6,614066","6,102107"
3455,NG2013_710,"6,755313","6,083499"
3461,NG2013_716,"6,208886","5,435140"
3462,NG2013_717,"6,671803","5,391137"
3468,NG2013_722,"4,889928","6,664562"
3469,NG2013_723,"5,119204","6,658712"
3470,NG2013_724,"5,168308","6,514566"
3471,NG2013_725,"5,155016","6,573446"
3472,NG2013_726,"4,731881","6,772870"
3473,NG2013_727,"4,537970","7,260129"
3474,NG2013_728,"4,478648","7,496496"
3475,NG2013_729,"4,726750","6,869859"
3476,NG2013_73,"8,297746","4,526147"
3477,NG2013_730,"4,488672","7,163978"
3478,NG2013_731,"4,482022","7,128664"
3479,NG2013_732,"4,398368","7,160630"
3480,NG2013_733,"4,784003","7,156231"
3481,NG2013_734,"4,790890","7,121383"
3482,NG2013_735,"5,070138","6,727293"
3483,NG2013_736,"4,896903","7,131717"
3484,NG2013_737,"4,684547","7,299867"
3485,NG2013_738,"4,707788","7,293326"
3486,NG2013_739,"4,730406","7,449204"
3488,NG2013_740,"4,738061","7,436819"
3489,NG2013_741,"4,860163","7,039834"
3490,NG2013_742,"4,804074","6,974081"
3491,NG2013_743,"5,167839","7,252561"
3492,NG2013_744,"4,806625","7,004798"
3493,NG2013_745,"4,763969","7,033651"
3501,NG2013_752,"7,661944","4,928211"
3507,NG2013_758,"7,603704","5,112500"
3508,NG2013_759,"7,809784","4,926864"
3510,NG2013_760,"7,596037","5,014826"
3511,NG2013_761,"7,832773","5,022428"
3513,NG2013_763,"7,930775","5,444364"
3515,NG2013_765,"7,656989","5,117314"
3516,NG2013_766,"7,988353","5,129855"
3542,NG2013_79,"8,398243","4,623362"
3587,NG2013_83,"8,505205","4,544727"
3604,NG2013_845,"5,943781","4,970736"
3609,NG2013_85,"8,474936","4,561175"
3614,NG2013_854,"6,813019","5,562840"
3617,NG2013_857,"7,936112","4,842134"
3618,NG2013_858,"7,737596","4,438466"
3619,NG2013_859,"7,779740","4,363719"
3620,NG2013_86,"8,509775","4,530087"
3621,NG2013_860,"7,844756","4,322826"
3622,NG2013_861,"7,909457","4,322790"
3630,NG2013_869,"7,943531","4,975165"
3631,NG2013_87,"8,473993","4,539439"
3632,NG2013_870,"7,927627","4,647344"
3635,NG2013_873,"7,820349","4,476174"
3636,NG2013_874,"7,851938","4,489835"
3639,NG2013_877,"7,757198","4,895896"
3640,NG2013_878,"7,788361","4,570694"
3641,NG2013_879,"7,817645","4,589840"
3642,NG2013_88,"8,494575","4,521048"
3645,NG2013_882,"7,852112","3,937180"
3646,NG2013_883,"8,407709","3,361593"
3653,NG2013_89,"8,162420","5,141450"
3660,NG2013_896,"8,155260","3,401223"
3662,NG2013_898,"8,137686","4,262464"
3667,NG2013_901,"8,570109","3,547449"
3668,NG2013_902,"8,765458","3,603125"
3669,NG2013_903,"8,660406","3,522780"
3670,NG2013_904,"8,687992","3,412814"
3672,NG2013_92,"8,154345","4,719409"
3673,NG2013_93,"8,086075","4,705347"
3679,NG2013_99,"9,276733","7,951489"
3692,SL2013_11,"7,043505","-11,510641"
3693,SL2013_110,"7,570890","-11,344510"
3698,SL2013_115,"7,382107","-11,756156"
3751,SL2013_163,"7,346073","-11,724222"
3752,SL2013_164,"7,488833","-11,147578"
3792,SL2013_20,"7,425291","-11,859563"
3815,SL2013_220,"7,092562","-11,644191"
3942,SL2013_335,"7,339132","-11,613505"
3979,SL2013_369,"7,412144","-11,832225"
4035,SL2013_419,"7,255437","-11,822660"
4091,SL2013_78,"6,945378","-11,511937"
4124,SN2012_116,"15,613694","-16,228911"
4128,SN2012_121,"16,105409","-13,624052"
4129,SN2012_123,"15,881141","-13,337377"
4130,SN2012_125,"15,517079","-13,269472"
4131,SN2012_127,"15,596506","-13,323152"
4136,SN2012_137,"16,051497","-14,021250"
4139,SN2012_141,"15,930099","-16,256832"
4145,SN2012_151,"12,660403","-15,466843"
4147,SN2012_155,"12,724427","-15,986344"
4153,SN2012_163,"14,535110","-14,584045"
4162,SN2012_177,"14,739635","-17,067894"
4169,SN2012_184,"15,155438","-16,618459"
4170,SN2012_185,"15,114883","-16,413492"
4171,SN2012_186,"14,917665","-17,020564"
4172,SN2012_187,"14,951523","-16,803079"
4174,SN2012_19,"14,652800","-17,175068"
4175,SN2012_190,"12,769391","-16,363474"
4177,SN2012_193,"12,800808","-16,226611"
4179,SN2012_197,"12,564518","-16,262249"
4180,SN2012_199,"12,554264","-16,291334"
4181,SN2012_2,"14,678271","-17,457794"
4192,SN2012_4,"14,702820","-17,443008"
4201,SN2012_51,"14,025611","-15,649009"
4202,SN2012_52,"13,919408","-14,725040"
4205,SN2012_56,"14,090158","-15,280477"
4206,SN2012_57,"13,950565","-15,474639"
4208,SN2012_60,"13,995532","-14,790528"
4219,SN2012_75,"13,795533","-15,812436"
4228,SN2012_88,"12,952694","-15,048144"
4231,SN2012_92,"12,897026","-14,928236"
4232,SN2012_94,"12,897609","-14,933370"
4312,TG2013_275,"7,008100","0,669382"
4370,ZM2013_106,"-14,410776","31,313981"
4373,ZM2013_11,"-12,166101","26,387310"
4383,ZM2013_121,"-15,280670","23,157174"
4400,ZM2013_146,"-15,177025","22,972400"
4403,ZM2013_149,"-11,617616","29,139720"
4413,ZM2013_164,"-12,874444","27,059978"
4416,ZM2013_17,"-15,269761","23,148703"
4433,ZM2013_206,"-8,669351","31,413754"
4444,ZM2013_222,"-12,185797","26,395597"
4445,ZM2013_225,"-8,762568","31,290850"
4452,ZM2013_233,"-12,178590","26,372620"
4460,ZM2013_243,"-14,240750","31,336859"
4481,ZM2013_278,"-11,552998","24,787067"
4483,ZM2013_28,"-11,452658","24,591904"
4491,ZM2013_293,"-11,262473","24,263552"
4505,ZM2013_316,"-15,258594","23,146551"
4510,ZM2013_324,"-15,281451","23,129453"
4514,ZM2013_330,"-13,923644","23,226975"
4529,ZM2013_358,"-15,226558","23,155858"
4533,ZM2013_363,"-11,537279","24,476342"
4542,ZM2013_374,"-13,009105","28,607216"
4547,ZM2013_380,"-11,699887","24,384004"
4548,ZM2013_381,"-12,178348","26,400103"
4560,ZM2013_405,"-12,188520","26,427777"
4561,ZM2013_407,"-13,978622","23,716839"
4566,ZM2013_413,"-13,012120","28,618330"
4571,ZM2013_419,"-13,048255","23,827910"
4573,ZM2013_420,"-12,170752","26,376606"
4575,ZM2013_424,"-10,126039","32,304205"
4593,ZM2013_450,"-14,560496","30,802722"
4610,ZM2013_48,"-15,278649","23,143622"
4611,ZM2013_480,"-13,113042","27,881421"
4616,ZM2013_490,"-15,177863","23,072599"
4623,ZM2013_505,"-15,268393","23,150294"
4624,ZM2013_506,"-15,262896","23,118706"
4625,ZM2013_507,"-12,174725","26,420471"
4637,ZM2013_521,"-11,110664","24,076626"
4640,ZM2013_524,"-14,392646","23,387738"
4646,ZM2013_532,"-12,188744","26,394856"
4650,ZM2013_541,"-12,170773","26,382638"
4658,ZM2013_555,"-8,828066","31,528387"
4660,ZM2013_558,"-15,119581","23,149630"
4667,ZM2013_570,"-15,525101","23,695566"
4668,ZM2013_571,"-14,378810","23,232711"
4671,ZM2013_578,"-14,193049","31,318143"
4675,ZM2013_582,"-12,560175","33,231086"
4680,ZM2013_591,"-12,175367","26,401111"
4681,ZM2013_592,"-12,181299","26,386565"
4697,ZM2013_625,"-16,166205","23,782455"
4700,ZM2013_629,"-14,400465","23,249256"
4733,ZM2013_677,"-15,254182","23,132610"
4736,ZM2013_68,"-15,411259","23,401435"
4742,ZM2013_688,"-15,239901","23,173965"
4746,ZM2013_692,"-12,196297","26,389144"
4749,ZM2013_697,"-10,245507","33,416711"
4751,ZM2013_699,"-14,409815","30,985899"
4752,ZM2013_700,"-14,097294","23,594052"
4754,ZM2013_702,"-15,254484","23,498144"
4759,ZM2013_709,"-14,407284","23,258622"
4762,ZM2013_713,"-11,733320","24,446618"
4779,ZM2013_91,"-13,001736","28,580176"
4782,ZM2013_95,"-15,293637","22,911583"
4885,BF2014_190,"14,111737","-2,300884"
4912,BF2014_214,"14,586245","-0,781747"
4915,BF2014_217,"14,385463","-0,289082"
4916,BF2014_218,"14,937079","-0,060751"
4924,BF2014_225,"14,096850","-0,568346"
4926,BF2014_227,"14,285051","-1,600447"
5038,CD2013_125,"-4,665337","28,661735"
5039,CD2013_126,"-4,057142","19,026780"
5041,CD2013_141,"-5,566711","19,296581"
5042,CD2013_146,"-6,791335","21,362778"
5047,CD2013_178,"-2,898634","27,258285"
5050,CD2013_189,"-5,172551","12,980035"
5052,CD2013_195,"-4,616859","28,067729"
5057,CD2013_216,"-8,700108","28,553165"
5061,CD2013_227,"-1,648154","20,748125"
5062,CD2013_231,"-4,564153","20,183664"
5066,CD2013_255,"-8,560620","25,912952"
5067,CD2013_269,"-0,574720","21,981951"
5069,CD2013_275,"-2,897977","28,655639"
5073,CD2013_292,"-6,190060","28,062627"
5075,CD2013_300,"-0,601760","22,293080"
5080,CD2013_32,"0,106999","29,295426"
5081,CD2013_320,"-2,938028","25,911308"
5083,CD2013_324,"-6,169799","27,561894"
5084,CD2013_328,"-4,412052","28,769927"
5087,CD2013_331,"-4,585395","25,192503"
5094,CD2013_358,"-4,662035","14,169060"
5095,CD2013_364,"0,212387","29,065271"
5097,CD2013_38,"-8,852534","25,712294"
5100,CD2013_386,"-3,869741","22,221372"
5101,CD2013_387,"-7,367618","29,815013"
5102,CD2013_389,"-6,230787","18,496448"
5109,CD2013_433,"-6,198032","19,257837"
5111,CD2013_438,"-5,342878","13,241549"
5113,CD2013_454,"-5,371278","27,623989"
5117,CD2013_491,"-6,138243","23,620752"
5120,CD2013_5,"-2,960349","28,527202"
5122,CD2013_505,"-4,989615","16,544151"
5127,CD2013_538,"-0,798872","28,905275"
5128,CD2013_540,"2,693045","23,107023"
5129,CD2013_55,"-4,646289","15,401195"
5130,CD2013_58,"-1,496613","16,839366"
5133,CD2013_69,"-6,978487","27,520086"
5136,CD2013_78,"-6,756766","29,477363"
5138,CD2013_87,"-0,942772","22,856782"
5141,GH2014_1,"4,965165","-2,009094"
5144,GH2014_101,"6,766258","0,440938"
5154,GH2014_110,"5,954047","0,231155"
5157,GH2014_113,"4,906708","-1,779983"
5164,GH2014_12,"7,223636","-2,237646"
5165,GH2014_120,"4,913044","-1,746236"
5166,GH2014_121,"5,155128","-1,305518"
5168,GH2014_124,"5,621034","-0,351752"
5169,GH2014_125,"7,443561","-2,577528"
5170,GH2014_126,"5,268589","-0,758292"
5174,GH2014_13,"7,225835","-2,783464"
5175,GH2014_130,"5,572750","-0,567755"
5179,GH2014_134,"5,790651","-2,086953"
5187,GH2014_141,"5,296669","-1,985031"
5193,GH2014_147,"4,921209","-1,754193"
5196,GH2014_15,"6,925463","-2,792227"
5199,GH2014_152,"5,331395","-0,630286"
5203,GH2014_156,"5,662976","-0,291018"
5205,GH2014_158,"5,112673","-1,266157"
5207,GH2014_16,"5,941690","-0,700474"
5214,GH2014_166,"5,646403","-1,300619"
5215,GH2014_167,"5,694414","-0,205406"
5220,GH2014_171,"6,512807","-3,198924"
5223,GH2014_174,"5,821611","-0,343899"
5224,GH2014_175,"7,192601","-2,807766"
5225,GH2014_176,"6,610099","0,466223"
5230,GH2014_180,"6,689888","-2,731316"
5236,GH2014_186,"7,258671","-2,719455"
5239,GH2014_189,"5,168849","-1,133755"
5242,GH2014_191,"6,632147","0,462498"
5248,GH2014_197,"4,965634","-1,724579"
5249,GH2014_198,"5,914253","-1,680057"
5251,GH2014_2,"5,793782","-0,400936"
5260,GH2014_208,"5,256947","-1,025773"
5268,GH2014_215,"5,842288","-1,261326"
5271,GH2014_218,"4,914878","-1,813422"
5280,GH2014_226,"5,964443","-1,791241"
5284,GH2014_23,"7,431939","-2,575391"
5286,GH2014_231,"5,551723","-0,336250"
5289,GH2014_234,"5,098472","-1,505764"
5296,GH2014_240,"5,011082","-1,677797"
5301,GH2014_245,"4,944987","-1,728542"
5304,GH2014_248,"5,480611","-0,564943"
5306,GH2014_25,"5,593991","-0,636008"
5311,GH2014_254,"5,348056","-0,620846"
5316,GH2014_259,"5,923917","-1,358914"
5328,GH2014_270,"5,780835","-2,469244"
5332,GH2014_274,"5,549864","-0,707836"
5335,GH2014_277,"5,544503","-0,454860"
5352,GH2014_292,"5,443927","-2,115247"
5353,GH2014_293,"5,080489","-2,574573"
5355,GH2014_295,"5,102428","-1,362952"
5362,GH2014_300,"5,274052","-1,068575"
5363,GH2014_301,"5,501529","-0,725729"
5364,GH2014_302,"6,873475","-2,893164"
5367,GH2014_305,"5,411852","-0,976951"
5369,GH2014_307,"5,602788","-1,552651"
5370,GH2014_308,"5,212687","-0,982470"
5374,GH2014_311,"5,129718","-1,209805"
5385,GH2014_321,"5,264720","-1,335845"
5386,GH2014_322,"5,115427","-1,225796"
5404,GH2014_339,"7,318089","-2,573745"
5408,GH2014_342,"5,817853","-2,108619"
5412,GH2014_346,"5,523954","-0,706952"
5414,GH2014_349,"5,307982","-0,930594"
5420,GH2014_354,"5,701733","-0,032469"
5425,GH2014_359,"5,565112","-2,003420"
5426,GH2014_36,"5,582630","-0,994889"
5428,GH2014_361,"5,625009","-0,296541"
5430,GH2014_363,"5,125878","-1,449998"
5437,GH2014_37,"5,700158","-1,078593"
5439,GH2014_371,"4,929656","-1,721979"
5440,GH2014_372,"5,803030","-0,539465"
5448,GH2014_38,"4,914374","-1,790434"
5450,GH2014_381,"5,090064","-2,231289"
5451,GH2014_382,"5,637878","-0,289417"
5456,GH2014_387,"5,512898","-0,471637"
5457,GH2014_388,"5,400221","-0,508271"
5458,GH2014_389,"5,452080","-0,824637"
5463,GH2014_393,"4,972451","-1,888514"
5464,GH2014_394,"5,042225","-1,924572"
5465,GH2014_395,"5,656948","-0,225328"
5468,GH2014_398,"5,649393","-0,674780"
5469,GH2014_399,"6,529877","0,695908"
5470,GH2014_4,"5,503744","-0,413996"
5472,GH2014_400,"5,422805","-2,141203"
5481,GH2014_409,"6,615065","0,487792"
5482,GH2014_41,"5,337116","-1,031870"
5485,GH2014_412,"6,632395","0,494265"
5494,GH2014_420,"5,272675","-1,477289"
5498,GH2014_424,"6,896419","0,513165"
5501,GH2014_427,"5,907477","-1,045247"
5507,GH2014_48,"5,448083","-1,080814"
5512,GH2014_52,"6,150937","-2,130236"
5513,GH2014_53,"4,952203","-1,714392"
5514,GH2014_54,"5,003250","-1,727518"
5516,GH2014_56,"5,300916","-0,815987"
5519,GH2014_59,"7,509228","-2,908872"
5529,GH2014_68,"5,572287","-2,364563"
5531,GH2014_7,"5,493283","-1,154177"
5534,GH2014_72,"4,973827","-2,316421"
5541,GH2014_79,"5,806579","-0,478616"
5544,GH2014_81,"4,915465","-1,760391"
5545,GH2014_82,"4,935371","-1,762104"
5547,GH2014_84,"6,941108","-2,936622"
5552,GH2014_89,"5,541101","-0,406674"
5553,GH2014_9,"5,692909","-1,279127"
5555,GH2014_91,"5,722526","-0,802209"
5557,GH2014_93,"5,558925","-0,475788"
5564,KE2014_1,"-1,282723","36,752958"
5565,KE2014_10,"-1,315103","36,809522"
5566,KE2014_100,"-0,430589","37,143860"
5577,KE2014_101,"-0,440070","37,092669"
5588,KE2014_102,"-0,387542","37,124075"
5593,KE2014_1024,"4,568669","35,461165"
5599,KE2014_103,"-0,501534","37,105293"
5606,KE2014_1037,"2,552646","35,750065"
5607,KE2014_1038,"2,941321","35,643780"
5609,KE2014_104,"-0,485296","37,130549"
5620,KE2014_105,"-0,523832","37,128182"
5630,KE2014_106,"-0,394043","37,089916"
5641,KE2014_1070,"1,237212","35,458152"
5648,KE2014_1077,"1,074208","36,719993"
5649,KE2014_1078,"1,051303","36,727228"
5650,KE2014_1079,"1,071623","36,711134"
5652,KE2014_1080,"1,194558","36,514161"
5653,KE2014_1081,"0,972604","36,949102"
5654,KE2014_1082,"1,278136","36,670585"
5655,KE2014_1083,"0,996707","36,690853"
5656,KE2014_1084,"0,752066","36,924679"
5657,KE2014_1085,"0,836337","36,825100"
5658,KE2014_1086,"1,004152","36,839895"
5660,KE2014_1088,"0,971251","37,350936"
5661,KE2014_1089,"0,969764","37,327215"
5663,KE2014_1090,"1,047499","37,361626"
5664,KE2014_1091,"0,915885","37,260932"
5665,KE2014_1092,"1,089360","37,217052"
5666,KE2014_1093,"1,179216","37,148442"
5667,KE2014_1094,"1,270667","37,350991"
5670,KE2014_1097,"0,650635","37,437385"
5671,KE2014_1098,"1,775687","36,799764"
5672,KE2014_1099,"1,792303","36,792099"
5673,KE2014_11,"-1,313963","36,810032"
5675,KE2014_1100,"1,800532","36,868020"
5676,KE2014_1101,"1,643007","37,157419"
5678,KE2014_1104,"2,222477","36,761623"
5684,KE2014_111,"-0,518254","36,913221"
5728,KE2014_115,"-0,474489","36,832314"
5739,KE2014_116,"-0,469786","37,054376"
5750,KE2014_117,"-0,442660","36,925861"
5761,KE2014_118,"-0,436180","36,954202"
5772,KE2014_119,"-0,466341","36,959660"
5783,KE2014_12,"-1,315849","36,793355"
5795,KE2014_121,"-0,427778","36,953439"
5827,KE2014_124,"-0,437902","36,959497"
5863,KE2014_1273,"-0,157940","36,999847"
5865,KE2014_1275,"-0,034381","37,013400"
5867,KE2014_1277,"-0,077982","36,586921"
5868,KE2014_1278,"0,113694","37,141943"
5870,KE2014_128,"-0,587400","37,355233"
5872,KE2014_1281,"0,007219","37,079663"
5873,KE2014_1282,"0,004409","37,070953"
5874,KE2014_1283,"0,015601","37,060444"
5875,KE2014_1284,"0,019288","37,070001"
5876,KE2014_1285,"0,021430","37,057103"
5877,KE2014_1286,"0,061349","36,350323"
5878,KE2014_1287,"0,050333","36,372883"
5879,KE2014_1288,"0,023301","36,357489"
5880,KE2014_1289,"0,032636","36,387225"
5882,KE2014_1290,"0,040454","36,334536"
5885,KE2014_1293,"0,463489","36,476833"
5889,KE2014_1297,"0,240122","36,550649"
5890,KE2014_1298,"0,329651","36,574160"
5891,KE2014_1299,"0,140082","36,523476"
5892,KE2014_13,"-1,262205","36,891566"
5895,KE2014_1301,"0,146224","36,372669"
5916,KE2014_1320,"-0,695273","36,440890"
5917,KE2014_1321,"-0,721238","36,434543"
5918,KE2014_1322,"-0,771085","36,503298"
5919,KE2014_1323,"-0,783525","36,447980"
5920,KE2014_1324,"-0,939100","36,348290"
5921,KE2014_1325,"-0,848883","36,256365"
5922,KE2014_1326,"-0,500925","36,308690"
5923,KE2014_1327,"-0,513607","36,338220"
5924,KE2014_1328,"-0,522717","36,358585"
5933,KE2014_1336,"-0,640743","36,013430"
5947,KE2014_1349,"-1,007501","36,204693"
5948,KE2014_135,"-0,604137","37,377369"
5950,KE2014_1351,"-0,794625","36,068717"
5959,KE2014_136,"-0,473210","37,222938"
5969,KE2014_137,"-0,437039","37,218181"
5975,KE2014_1375,"-1,850500","36,750691"
5976,KE2014_1376,"-2,064607","36,949530"
5977,KE2014_1377,"-1,845920","36,782749"
5979,KE2014_1379,"-2,109550","37,461038"
5980,KE2014_138,"-0,521256","37,273601"
5986,KE2014_1385,"-2,946827","37,546281"
5988,KE2014_1387,"-1,659861","36,550562"
5989,KE2014_1388,"-1,415356","36,180797"
5990,KE2014_1389,"-1,687350","36,848807"
5991,KE2014_139,"-0,483921","37,286375"
5996,KE2014_1394,"-1,579725","36,953958"
5998,KE2014_1396,"-1,413816","36,685111"
5999,KE2014_1397,"-1,448822","36,699644"
6000,KE2014_1398,"-1,377557","36,636467"
6001,KE2014_1399,"-1,374671","36,717562"
6002,KE2014_14,"-1,255466","36,886768"
6003,KE2014_140,"-0,487278","37,270725"
6004,KE2014_1400,"-1,406223","36,751576"
6005,KE2014_1401,"-1,399571","36,751907"
6006,KE2014_1402,"-1,384289","36,746626"
6007,KE2014_1403,"-1,396583","36,708163"
6008,KE2014_1404,"-1,337754","36,679553"
6009,KE2014_1405,"-1,368593","36,655059"
6010,KE2014_1406,"-1,385874","36,759513"
6011,KE2014_1407,"-1,414127","36,773572"
6012,KE2014_1408,"-1,399444","36,714933"
6014,KE2014_141,"-0,509830","37,317290"
6024,KE2014_142,"-0,467017","37,249558"
6035,KE2014_143,"-0,524228","37,261115"
6045,KE2014_144,"-0,448302","37,314849"
6056,KE2014_145,"-0,513463","37,239898"
6067,KE2014_146,"-0,454555","37,177579"
6078,KE2014_147,"-0,598620","37,262377"
6089,KE2014_148,"-0,574861","37,266165"
6111,KE2014_15,"-1,254804","36,910137"
6123,KE2014_151,"-0,515017","37,365542"
6134,KE2014_152,"-0,500740","37,379200"
6145,KE2014_153,"-0,516444","37,356927"
6156,KE2014_154,"-0,411252","37,371355"
6167,KE2014_155,"-0,436144","37,341643"
6178,KE2014_156,"-0,443830","37,329179"
6189,KE2014_157,"-0,471742","37,390082"
6222,KE2014_16,"-1,245692","36,901232"
6246,KE2014_17,"-1,316275","36,918417"
6252,KE2014_175,"-0,859981","37,076587"
6253,KE2014_176,"-0,826304","36,882033"
6257,KE2014_18,"-1,291520","36,936678"
6258,KE2014_180,"-0,892736","37,225612"
6260,KE2014_182,"-0,961509","37,322731"
6264,KE2014_186,"-0,837748","37,099044"
6265,KE2014_187,"-0,801401","37,108933"
6268,KE2014_19,"-1,262669","36,901168"
6272,KE2014_193,"-0,875451","36,884380"
6273,KE2014_194,"-1,216121","36,770583"
6274,KE2014_195,"-1,191821","36,780668"
6275,KE2014_196,"-1,198791","36,753897"
6276,KE2014_197,"-1,138966","36,753466"
6277,KE2014_198,"-1,207750","36,841392"
6278,KE2014_199,"-1,266976","36,600454"
6279,KE2014_2,"-1,278781","36,758441"
6280,KE2014_20,"-1,276156","36,921201"
6281,KE2014_200,"-1,210849","36,656892"
6282,KE2014_201,"-1,267860","36,673272"
6283,KE2014_202,"-1,250987","36,712359"
6284,KE2014_203,"-1,226879","36,702157"
6285,KE2014_204,"-1,221435","36,734731"
6286,KE2014_205,"-1,150334","36,597213"
6287,KE2014_206,"-1,076923","36,626454"
6288,KE2014_207,"-1,099790","36,696657"
6289,KE2014_208,"-0,876381","36,623502"
